overall_rank,player_id,player_name,position,team_name,goals,assists,rating,performance_score,impact_score,cluster,cluster_name
747,1247001,Mohannad Abu Taha,Left Wing-Back,Al Quwa Al Jawiya,1.0,1.0,6.1066666666666665,3.553333333333333,13.01,2,Creative / Attacking Players
748,1124424,Thalente Mbatha,Defensive Midfielder,Orlando Pirates,2.0,1.0,5.502127659574469,3.5510638297872346,13.0,2,Creative / Attacking Players
748,888921,Lewis Ferguson,Defensive Midfielder,Bologna,2.0,1.0,5.5030769230769225,3.551538461538461,13.0,2,Creative / Attacking Players
750,439148,Morten Thorsby,Central Midfielder,Cremonese,3.0,4.0,3.694230769230769,3.5471153846153847,12.99,1,Low-Performance Players
751,906944,Mohanad Lasheen,Defensive Midfielder,Pyramids FC,0.0,2.0,6.2875000000000005,3.54375,12.98,2,Creative / Attacking Players
752,885870,Connor Metcalfe,Attacking Midfielder,St. Pauli,1.0,4.0,4.876744186046512,3.538372093023256,12.96,2,Creative / Attacking Players
752,1113688,Ali Al Hamadi,Striker,Ipswich Town,3.0,1.0,4.88,3.54,12.96,3,Goal-Oriented Players
754,1178629,Jayden Adams,Defensive Midfielder,,2.0,1.0,5.476,3.5380000000000003,12.95,2,Creative / Attacking Players
755,751066,Tahith Chong,Right Midfielder,Sheffield United,3.0,2.0,4.467567567567568,3.533783783783784,12.94,3,Goal-Oriented Players
756,1200016,Ruben Providence,Left Winger,Almere City FC,3.0,3.0,4.0431372549019615,3.5215686274509808,12.89,2,Creative / Attacking Players
757,848612,Nasser Al-Dawsari,Central Midfielder,Al Hilal,1.0,1.0,6.012500000000001,3.5062500000000005,12.84,2,Creative / Attacking Players
758,643724,Philipp Lienhart,Center Back,Freiburg,2.0,0.0,5.808,3.504,12.83,3,Goal-Oriented Players
759,1241957,Matías Galarza,Central Midfielder,River Plate,3.0,1.0,4.800000000000001,3.5000000000000004,12.82,2,Creative / Attacking Players
760,1137667,Piero Hincapié,Left Back,Arsenal,1.0,2.0,5.569841269841271,3.484920634920635,12.76,2,Creative / Attacking Players
761,1162514,Marko Lawk Farji,Left Winger,Venezia,3.0,2.0,4.364864864864865,3.4824324324324323,12.75,3,Goal-Oriented Players
762,268375,Emiliano Martínez,Keeper,Aston Villa,0.0,1.0,6.55625,3.4781250000000004,12.74,3,Goal-Oriented Players
763,532700,Ricardo Adé,Center Back,LDU de Quito,1.0,0.0,6.350877192982456,3.475438596491228,12.73,3,Goal-Oriented Players
763,789598,Alfie Jones,Center Back,Middlesbrough,1.0,1.0,5.955172413793103,3.4775862068965515,12.73,3,Goal-Oriented Players
763,146801,Hernán Galíndez,Keeper,Huracan,0.0,0.0,6.951162790697674,3.475581395348837,12.73,3,Goal-Oriented Players
766,39591,Axel Witsel,Defensive Midfielder,,1.0,2.0,5.544680851063831,3.472340425531915,12.71,3,Goal-Oriented Players
767,230134,Roberto Lopes,Center Back,Shamrock Rovers,3.0,0.0,5.121276595744681,3.4606382978723405,12.67,2,Creative / Attacking Players
768,384407,Saleh Al-Shehri,Striker,Al Ittihad,5.0,2.0,3.111538461538461,3.4557692307692305,12.65,1,Low-Performance Players
769,1130691,Kamaldeen Sulemana,Attacking Midfielder,Atalanta,4.0,2.0,3.701538461538462,3.450769230769231,12.63,2,Creative / Attacking Players
770,764018,Gregor Kobel,Keeper,Borussia Dortmund,0.0,0.0,6.892307692307693,3.4461538461538463,12.62,3,Goal-Oriented Players
771,523731,Shogo Taniguchi,Center Back,St.Truiden,1.0,1.0,5.8886792452830194,3.4443396226415097,12.61,2,Creative / Attacking Players
771,848593,Ángelo Preciado,Right Midfielder,Atletico MG,1.0,5.0,4.2880597014925375,3.444029850746269,12.61,2,Creative / Attacking Players
773,933845,Rayan Aït-Nouri,Left Back,Manchester City,0.0,5.0,4.877586206896551,3.438793103448276,12.59,2,Creative / Attacking Players
773,431215,Hasan Kadesh,Center Back,Al Ittihad,1.0,1.0,5.877777777777778,3.438888888888889,12.59,2,Creative / Attacking Players
775,769166,Jean-Ricner Bellegarde,Central Midfielder,Wolverhampton Wanderers,1.0,2.0,5.459183673469388,3.429591836734694,12.56,2,Creative / Attacking Players
776,319784,Alisson Becker,Keeper,Liverpool,0.0,0.0,6.856521739130434,3.428260869565217,12.55,3,Goal-Oriented Players
777,505872,Ramy Rabia,Center Back,Al-Ain,3.0,1.0,4.647826086956522,3.423913043478261,12.54,3,Goal-Oriented Players
777,540963,Sander Berge,Defensive Midfielder,Fulham,0.0,3.0,5.65,3.4250000000000003,12.54,3,Goal-Oriented Players
779,1428153,Ngal Ayel Mukau,Right Winger,Lille,2.0,1.0,5.245901639344263,3.422950819672132,12.53,3,Goal-Oriented Players
780,602211,Seko Fofana,Central Midfielder,Rennes,4.0,0.0,4.43125,3.4156250000000004,12.51,1,Low-Performance Players
781,614912,Marwane Saadane,Center Back,Al Fateh FC,0.0,2.0,6.030434782608697,3.415217391304348,12.5,3,Goal-Oriented Players
781,921253,Ronald Araujo,Center Back,Barcelona,4.0,0.0,4.429310344827586,3.414655172413793,12.5,3,Goal-Oriented Players
783,1101030,Kai Trewin,Defensive Midfielder,New York City FC,1.0,0.0,6.221276595744682,3.4106382978723406,12.49,2,Creative / Attacking Players
784,793907,Trevoh Chalobah,Center Back,Chelsea,3.0,0.0,5.01875,3.409375,12.48,3,Goal-Oriented Players
784,603669,Ugurcan Çakir,Keeper,Galatasaray,0.0,0.0,6.815789473684211,3.4078947368421053,12.48,3,Goal-Oriented Players
786,103468,Johny Placide,Keeper,SC Bastia,0.0,1.0,6.411764705882353,3.405882352941177,12.47,3,Goal-Oriented Players
787,614006,Rúben Dias,Center Back,Manchester City,2.0,0.0,5.6000000000000005,3.4000000000000004,12.45,3,Goal-Oriented Players
787,546201,Ehsan Haddad,Right Wing-Back,Al-Hussein SC,0.0,1.0,6.4,3.4,12.45,3,Goal-Oriented Players
789,828273,Kim Moon-Hwan,Right Back,Daejeon Hana Citizen,0.0,3.0,5.595555555555556,3.3977777777777782,12.44,2,Creative / Attacking Players
790,694060,Meschack Elia,Right Winger,Alanyaspor,4.0,2.0,3.5913043478260867,3.395652173913043,12.43,2,Creative / Attacking Players
790,1199382,Josué Casimir,Right Midfielder,Auxerre,1.0,1.0,5.788095238095238,3.394047619047619,12.43,2,Creative / Attacking Players
792,253991,Ronwen Williams,Keeper,Mamelodi Sundowns FC,0.0,0.0,6.784999999999998,3.392499999999999,12.42,3,Goal-Oriented Players
793,1272436,Ibrahim Adel,Left Winger,Nordsjælland,4.0,1.0,3.979545454545455,3.389772727272728,12.41,2,Creative / Attacking Players
793,150242,Eloy Room,Keeper,Miami FC,0.0,0.0,6.780769230769232,3.390384615384616,12.41,3,Goal-Oriented Players
795,1223132,José Córdoba,Center Back,Norwich City,2.0,1.0,5.1755102040816325,3.3877551020408165,12.4,3,Goal-Oriented Players
796,795630,Diogo Costa,Keeper,FC Porto,0.0,0.0,6.764615384615384,3.382307692307692,12.38,3,Goal-Oriented Players
797,1432180,Ayoub Al Oui,Right Back,Al-Gharafa,2.0,0.0,5.558536585365854,3.379268292682927,12.37,2,Creative / Attacking Players
798,466439,Mike Maignan,Keeper,Milan,0.0,0.0,6.7253968253968255,3.3626984126984127,12.31,3,Goal-Oriented Players
798,1284492,Samed Bazdar,Striker,Real Zaragoza,5.0,2.0,2.9224489795918367,3.361224489795918,12.31,1,Low-Performance Players
800,925647,Jin-Seob Park,Defensive Midfielder,Zhejiang Professional,1.0,2.0,5.320833333333333,3.360416666666666,12.3,3,Goal-Oriented Players
800,847629,Derek Cornelius,Center Back,Marseille,2.0,1.0,5.121212121212121,3.360606060606061,12.3,3,Goal-Oriented Players
802,1232172,Zeno Debast,Center Back,Sporting CP,1.0,2.0,5.3055555555555545,3.352777777777777,12.28,3,Goal-Oriented Players
802,1074586,Israel Reyes,Center Back,CF America,0.0,1.0,6.31,3.355,12.28,2,Creative / Attacking Players
802,1225995,Robin Hranác,Center Back,Hoffenheim,2.0,0.0,5.508333333333334,3.354166666666667,12.28,3,Goal-Oriented Players
802,497352,Gustavo Velázquez,Center Back,Cerro Porteno,1.0,0.0,6.106122448979591,3.3530612244897955,12.28,3,Goal-Oriented Players
806,1181438,Martin Expérience,Left Wing-Back,,1.0,1.0,5.702857142857143,3.3514285714285714,12.27,3,Goal-Oriented Players
806,1279040,Gavi,Defensive Midfielder,Barcelona,3.0,2.0,4.103225806451613,3.3516129032258064,12.27,2,Creative / Attacking Players
806,740997,Ghislain Konan,Left Back,Gil Vicente,0.0,2.0,5.901999999999999,3.3509999999999995,12.27,2,Creative / Attacking Players
809,935622,Marcus Holmgren Pedersen,Right Midfielder,Torino,2.0,2.0,4.690566037735849,3.3452830188679243,12.25,3,Goal-Oriented Players
809,1359649,Noah Sadiki,Central Midfielder,Sunderland,0.0,2.0,5.890740740740741,3.3453703703703703,12.25,2,Creative / Attacking Players
809,773229,Édouard Mendy,Keeper,Al Ahli,0.0,0.0,6.691228070175439,3.34561403508772,12.25,3,Goal-Oriented Players
812,1053477,Tae-Hyeon Kim,Center Back,Kashima Antlers,1.0,1.0,5.666666666666667,3.333333333333333,12.2,3,Goal-Oriented Players
812,904098,Mert Müldür,Right Back,Fenerbahçe,2.0,2.0,4.662857142857142,3.331428571428571,12.2,3,Goal-Oriented Players
812,195750,Nicolás Tagliafico,Left Back,Lyon,0.0,3.0,5.465384615384616,3.332692307692308,12.2,2,Creative / Attacking Players
815,340020,Yassine Bounou,Keeper,Al Hilal,0.0,0.0,6.659999999999999,3.33,12.19,3,Goal-Oriented Players
815,1173250,Arthur Theate,Center Back,Eintracht Frankfurt,2.0,0.0,5.456140350877193,3.3280701754385964,12.19,3,Goal-Oriented Players
817,207642,Santiago Arias,Right Back,Independiente,0.0,5.0,4.649122807017544,3.324561403508772,12.17,2,Creative / Attacking Players
818,1113790,Oscar Bobb,Right Winger,Fulham,0.0,3.0,5.441818181818182,3.3209090909090917,12.16,2,Creative / Attacking Players
819,156008,Jordan Henderson,Defensive Midfielder,Brentford,1.0,3.0,4.837037037037038,3.318518518518519,12.15,2,Creative / Attacking Players
819,694558,Dominic Hyam,Center Back,Wrexham,1.0,0.0,6.037931034482759,3.3189655172413794,12.15,3,Goal-Oriented Players
821,831474,Marin Pongracic,Center Back,Fiorentina,1.0,0.0,6.023880597014924,3.3119402985074617,12.13,3,Goal-Oriented Players
821,924485,Mark McKenzie,Center Back,Toulouse,0.0,2.0,5.827659574468084,3.313829787234042,12.13,3,Goal-Oriented Players
821,322003,Jesper Karlström,Central Midfielder,Udinese,1.0,0.0,6.025,3.3125,12.13,3,Goal-Oriented Players
824,771630,Gideon Mensah,Left Back,1. FC Köln,0.0,2.0,5.806521739130435,3.303260869565217,12.09,2,Creative / Attacking Players
825,1213678,Amer Jamous,Central Midfielder,Al Zawraa,3.0,1.0,4.4,3.3,12.08,2,Creative / Attacking Players
826,1022128,Hamdi Fathy,Center Back,Al-Wakrah,2.0,0.0,5.389473684210526,3.294736842105263,12.06,3,Goal-Oriented Players
827,1561552,Ayyoub Bouaddi,Defensive Midfielder,Lille,1.0,1.0,5.575409836065573,3.2877049180327864,12.04,3,Goal-Oriented Players
828,690149,Axel Tuanzebe,Center Back,Burnley,2.0,0.0,5.36875,3.2843750000000003,12.03,3,Goal-Oriented Players
829,593116,Sofyan Amrabat,Defensive Midfielder,Fenerbahçe,2.0,0.0,5.349090909090909,3.2745454545454544,11.99,3,Goal-Oriented Players
830,1683391,Orlando Gill,Keeper,San Lorenzo,0.0,0.0,6.532,3.266,11.96,3,Goal-Oriented Players
831,181276,Romelu Lukaku,Striker,Napoli,5.0,2.0,2.7291666666666665,3.264583333333333,11.95,1,Low-Performance Players
832,531913,Orlando Mosquera,Keeper,Al-Fayha,0.0,0.0,6.514893617021277,3.2574468085106383,11.93,3,Goal-Oriented Players
833,389845,Joshua Brenet,Right Back,Kayserispor,0.0,3.0,5.302631578947369,3.2513157894736846,11.9,2,Creative / Attacking Players
834,465750,Timothy Castagne,Right Back,Fulham,0.0,4.0,4.888709677419353,3.2443548387096763,11.88,3,Goal-Oriented Players
835,50207,Camilo Vargas,Keeper,Atlas,0.0,1.0,6.085714285714285,3.242857142857143,11.87,3,Goal-Oriented Players
836,1309634,Dailon Livramento,Striker,Hellas Verona,3.0,2.0,3.880851063829788,3.2404255319148936,11.86,1,Low-Performance Players
836,474448,Antonio Sanabria,Striker,Cremonese,2.0,1.0,4.875555555555555,3.2377777777777776,11.86,2,Creative / Attacking Players
838,56829,Fernando Muslera,Keeper,Estudiantes,0.0,0.0,6.4734693877551015,3.2367346938775508,11.85,3,Goal-Oriented Players
839,1131896,Hadj Mahmoud,Central Midfielder,Espérance,2.0,1.0,4.854545454545455,3.2272727272727275,11.82,2,Creative / Attacking Players
840,308921,Boualem Khoukhi,Center Back,Al-Sadd,2.0,0.0,5.246511627906977,3.2232558139534886,11.8,2,Creative / Attacking Players
841,1434889,Assane Diao,Right Winger,Como,2.0,1.0,4.833333333333333,3.216666666666667,11.78,3,Goal-Oriented Players
842,1026065,Matt Freese,Keeper,New York City FC,0.0,0.0,6.430769230769231,3.2153846153846155,11.77,3,Goal-Oriented Players
842,149583,Lucas Mendes,Center Back,Al-Wakrah,2.0,1.0,4.829032258064518,3.2145161290322597,11.77,2,Creative / Attacking Players
844,1335765,Patrick Beach,Keeper,Troyes,0.0,0.0,6.424444444444443,3.2122222222222216,11.76,3,Goal-Oriented Players
844,308131,Aníbal Godoy,Central Midfielder,San Diego FC,0.0,1.0,6.022222222222222,3.2111111111111112,11.76,3,Goal-Oriented Players
846,1165477,Telmo Arcanjo,Right Winger,Vitoria de Guimaraes,3.0,0.0,4.61,3.205,11.74,1,Low-Performance Players
846,1175733,Kelvin Pires,Center Back,SJK,2.0,1.0,4.811428571428572,3.2057142857142864,11.74,3,Goal-Oriented Players
846,1020026,Sebastián Cáceres,Center Back,CF America,1.0,0.0,5.810000000000001,3.2050000000000005,11.74,3,Goal-Oriented Players
849,1071179,Giovanni Reyna,Attacking Midfielder,Borussia Mönchengladbach,3.0,1.0,4.207692307692308,3.203846153846154,11.73,2,Creative / Attacking Players
850,1131987,Bart Verbruggen,Keeper,Brighton & Hove Albion,0.0,0.0,6.403636363636364,3.201818181818182,11.72,3,Goal-Oriented Players
851,970544,Cameron Devlin,Central Midfielder,Rangers,2.0,0.0,5.19,3.195,11.7,2,Creative / Attacking Players
851,649744,Duke Lacroix,Left Back,Colorado Springs Switchbacks FC,0.0,4.0,4.793103448275862,3.1965517241379318,11.7,2,Creative / Attacking Players
853,1258316,Sherzod Nasrulloev,Left Wing-Back,Nasaf Qarshi,0.0,0.0,6.380000000000001,3.1900000000000004,11.68,2,Creative / Attacking Players
853,640642,Jack Hendry,Center Back,Al-Ettifaq,1.0,1.0,5.379545454545454,3.189772727272727,11.68,3,Goal-Oriented Players
855,1292810,Kobbie Mainoo,Defensive Midfielder,Manchester United,1.0,3.0,4.573469387755103,3.186734693877552,11.67,2,Creative / Attacking Players
855,1224691,Ahmed Qasem,Left Midfielder,Nashville SC,2.0,1.0,4.776923076923077,3.1884615384615387,11.67,3,Goal-Oriented Players
857,198444,Tim Ream,Center Back,Charlotte FC,0.0,1.0,5.969767441860465,3.1848837209302325,11.66,3,Goal-Oriented Players
858,267826,Weverton,Keeper,Gremio,0.0,1.0,5.9609375,3.18046875,11.65,3,Goal-Oriented Players
859,775539,Noussair Mazraoui,Left Back,Manchester United,0.0,3.0,5.155555555555556,3.177777777777778,11.64,2,Creative / Attacking Players
859,1347933,Gustavo Caballero,Right Winger,Santos FC,3.0,1.0,4.16,3.18,11.64,1,Low-Performance Players
861,890503,Kevin Pina,Defensive Midfielder,FC Krasnodar,4.0,1.0,3.553703703703704,3.1768518518518523,11.63,1,Low-Performance Players
862,1014602,Jacob Widell Zetterström,Keeper,Derby County,0.0,0.0,6.339024390243902,3.169512195121951,11.61,3,Goal-Oriented Players
862,1227878,Raúl Rangel,Keeper,Chivas,0.0,0.0,6.34406779661017,3.172033898305085,11.61,3,Goal-Oriented Players
862,898424,Ahmed Fathy,Defensive Midfielder,Al-Arabi,0.0,1.0,5.9393939393939394,3.16969696969697,11.61,2,Creative / Attacking Players
865,574642,Ellyes Skhiri,Defensive Midfielder,Eintracht Frankfurt,1.0,0.0,5.714814814814814,3.157407407407407,11.56,2,Creative / Attacking Players
866,794253,Justin Kluivert,Attacking Midfielder,AFC Bournemouth,2.0,0.0,5.084375,3.1421875,11.51,2,Creative / Attacking Players
867,450739,Alexander Schlager,Keeper,Werder Bremen,0.0,0.0,6.283050847457628,3.141525423728814,11.5,3,Goal-Oriented Players
868,641595,Nikola Moro,Defensive Midfielder,Bologna,2.0,1.0,4.668571428571429,3.134285714285715,11.48,3,Goal-Oriented Players
868,1606279,Akam Hashem,Center Back,Al Zawraa,0.0,1.0,5.869565217391305,3.1347826086956525,11.48,3,Goal-Oriented Players
870,767789,Marco Friedl,Center Back,Werder Bremen,1.0,0.0,5.667441860465117,3.1337209302325584,11.47,3,Goal-Oriented Players
870,873227,Jerome Opoku,Center Back,Başakşehir,1.0,1.0,5.26346153846154,3.13173076923077,11.47,3,Goal-Oriented Players
872,1391753,Yaimar Medina,Left Back,Genk,1.0,3.0,4.4603174603174605,3.13015873015873,11.46,2,Creative / Attacking Players
873,303919,Jordan Pickford,Keeper,Everton,0.0,0.0,6.249180327868852,3.124590163934426,11.44,3,Goal-Oriented Players
874,1053679,Zion Suzuki,Keeper,Parma,0.0,0.0,6.230555555555555,3.1152777777777776,11.41,3,Goal-Oriented Players
875,660625,Unai Simón,Keeper,Athletic Club,0.0,0.0,6.225714285714287,3.1128571428571434,11.4,3,Goal-Oriented Players
875,660148,Dzenis Burnic,Central Midfielder,Karlsruher SC,1.0,1.0,5.228260869565217,3.1141304347826084,11.4,2,Creative / Attacking Players
875,906945,Ismail Jakobs,Left Back,Galatasaray,0.0,3.0,5.024615384615384,3.112307692307692,11.4,3,Goal-Oriented Players
878,117539,Hassan Al Haydos,Right Winger,Al-Sadd,4.0,3.0,2.6189189189189195,3.10945945945946,11.39,2,Creative / Attacking Players
878,1232264,Lee Gi-Hyuk,Center Back,Gangwon FC,0.0,0.0,6.219999999999998,3.109999999999999,11.39,3,Goal-Oriented Players
880,1356595,Dominique Simon,Central Midfielder,Pardubice,1.0,1.0,5.2,3.1,11.35,2,Creative / Attacking Players
881,1399943,Luc De Fougerolles,Center Back,Fulham U21,0.0,1.0,5.793181818181819,3.0965909090909096,11.34,2,Creative / Attacking Players
882,939780,Isak Hien,Center Back,Atalanta,1.0,0.0,5.588524590163935,3.094262295081968,11.33,3,Goal-Oriented Players
882,554534,Alexander Nübel,Keeper,Beşiktaş,0.0,2.0,5.386363636363637,3.0931818181818183,11.33,3,Goal-Oriented Players
884,848317,Michael Woud,Keeper,Auckland FC,0.0,1.0,5.782500000000001,3.0912500000000005,11.32,3,Goal-Oriented Players
885,857120,Ayumu Seko,Center Back,Le Havre,0.0,0.0,6.165116279069768,3.082558139534884,11.29,2,Creative / Attacking Players
886,267365,Marquinhos,Center Back,Paris Saint-Germain,2.0,0.0,4.96,3.08,11.28,3,Goal-Oriented Players
886,1579341,Thabang Matuludi,Right Back,Polokwane City,2.0,0.0,4.964102564102565,3.082051282051282,11.28,3,Goal-Oriented Players
886,1187283,Tomás Araújo,Center Back,Benfica,1.0,2.0,4.760714285714286,3.080357142857143,11.28,3,Goal-Oriented Players
889,1077903,Matej Kovár,Keeper,PSV Eindhoven,0.0,0.0,6.154999999999999,3.0775,11.27,3,Goal-Oriented Players
890,1429607,Kojo Peprah Oppong,Center Back,Nice,1.0,0.0,5.533898305084747,3.066949152542373,11.23,3,Goal-Oriented Players
891,873557,Dominik Kotarski,Keeper,FC København,0.0,1.0,5.727419354838709,3.063709677419354,11.22,3,Goal-Oriented Players
892,1680696,Khulumani Ndamane,Center Back,Mamelodi Sundowns FC,0.0,2.0,5.30377358490566,3.05188679245283,11.17,3,Goal-Oriented Players
893,466867,Nikola Vasilj,Keeper,St. Pauli,0.0,0.0,6.0673076923076925,3.0336538461538463,11.11,3,Goal-Oriented Players
894,369742,Jackson Irvine,Defensive Midfielder,St. Pauli,0.0,1.0,5.654054054054054,3.027027027027027,11.08,3,Goal-Oriented Players
895,1201760,Marvin Senaya,Right Back,Auxerre,1.0,0.0,5.415789473684211,3.0078947368421054,11.01,2,Creative / Attacking Players
896,578756,Deiver Machado,Left Back,Nantes,2.0,1.0,4.408108108108109,3.0040540540540546,11.0,2,Creative / Attacking Players
897,938524,Godfried Roemeratoe,Central Midfielder,RKC Waalwijk,0.0,2.0,5.205769230769231,3.002884615384615,10.99,3,Goal-Oriented Players
898,497662,Carl Starfelt,Center Back,Celta Vigo,1.0,0.0,5.3931818181818185,2.996590909090909,10.97,3,Goal-Oriented Players
899,178778,Oliver Baumann,Keeper,Hoffenheim,0.0,0.0,5.984615384615386,2.992307692307693,10.96,3,Goal-Oriented Players
900,1432212,Mateo Chávez,Left Back,AZ Alkmaar,2.0,2.0,3.978125,2.9890625,10.94,2,Creative / Attacking Players
901,693599,Exequiel Palacios,Defensive Midfielder,Bayer Leverkusen,1.0,1.0,4.964285714285714,2.982142857142857,10.92,2,Creative / Attacking Players
901,851626,Hiroki Ito,Center Back,Bayern München,2.0,2.0,3.9642857142857135,2.982142857142857,10.92,1,Low-Performance Players
903,276738,Antonio Rüdiger,Center Back,Real Madrid,1.0,0.0,5.355813953488371,2.977906976744185,10.9,3,Goal-Oriented Players
904,167247,Seung-Gyu Kim,Keeper,FC Tokyo,0.0,0.0,5.947619047619048,2.973809523809524,10.89,3,Goal-Oriented Players
904,816223,Stephen Eustaquio,Central Midfielder,FC Porto,2.0,1.0,4.348275862068966,2.974137931034483,10.89,2,Creative / Attacking Players
906,894803,Djed Spence,Left Back,Tottenham Hotspur,0.0,1.0,5.531428571428571,2.9657142857142857,10.86,3,Goal-Oriented Players
907,1079194,Don Deedson Louicius,Left Wing-Back,FC Dallas,3.0,1.0,3.728571428571428,2.9642857142857144,10.85,1,Low-Performance Players
908,1839745,Issa Laye,Center Back,Al-Arabi,0.0,1.0,5.518181818181817,2.9590909090909085,10.83,3,Goal-Oriented Players
908,883823,Elisha Owusu,Central Midfielder,Auxerre,0.0,0.0,5.91578947368421,2.957894736842105,10.83,2,Creative / Attacking Players
910,812652,Facundo Medina,Center Back,Marseille,0.0,2.0,5.107142857142857,2.9535714285714283,10.81,3,Goal-Oriented Players
911,466214,Júnior Alonso,Center Back,Atlanta United,1.0,0.0,5.294285714285714,2.9471428571428566,10.79,3,Goal-Oriented Players
912,674332,Ayman Hussein,Striker,Al-Karma,2.0,0.0,4.684615384615385,2.9423076923076925,10.77,3,Goal-Oriented Players
912,620917,Ko Itakura,Center Back,Ajax,1.0,1.0,4.883720930232558,2.941860465116279,10.77,3,Goal-Oriented Players
914,1179875,Ivan Basic,Central Midfielder,FC Astana,2.0,2.0,3.875,2.9375,10.76,2,Creative / Attacking Players
915,208077,Danilo,Center Back,Flamengo,2.0,1.0,4.273134328358208,2.936567164179104,10.75,3,Goal-Oriented Players
915,615414,Assim Madibo,Defensive Midfielder,Al-Duhail SC,0.0,0.0,5.870833333333334,2.935416666666667,10.75,2,Creative / Attacking Players
917,185014,Mathew Leckie,Central Midfielder,Melbourne City FC,0.0,1.0,5.458333333333333,2.9291666666666667,10.73,3,Goal-Oriented Players
918,1186978,Lukás Hornícek,Keeper,Braga,0.0,0.0,5.8359375,2.91796875,10.68,3,Goal-Oriented Players
919,27299,Manuel Neuer,Keeper,Bayern München,0.0,0.0,5.821568627450981,2.9107843137254905,10.66,3,Goal-Oriented Players
920,1167220,Joan García,Keeper,Barcelona,0.0,0.0,5.817460317460318,2.908730158730159,10.65,3,Goal-Oriented Players
921,1092015,Oguz Aydin,Left Winger,Fenerbahçe,0.0,5.0,3.812857142857143,2.906428571428571,10.64,1,Low-Performance Players
921,1680659,Samukelo Kabini,Left Back,Molde,0.0,3.0,4.612820512820513,2.9064102564102567,10.64,3,Goal-Oriented Players
923,873566,Yahia Fofana,Keeper,Rizespor,0.0,1.0,5.40625,2.903125,10.63,3,Goal-Oriented Players
924,1286428,Garven Metusala,Center Back,Colorado Springs Switchbacks FC,1.0,1.0,4.780487804878049,2.8902439024390243,10.58,3,Goal-Oriented Players
925,1413151,Moutaz Neffati,Right Back,IFK Norrköping,3.0,1.0,3.575675675675676,2.887837837837838,10.57,1,Low-Performance Players
926,1270002,Luca Jaquez,Center Back,VfB Stuttgart,1.0,1.0,4.765853658536585,2.8829268292682926,10.56,3,Goal-Oriented Players
927,552718,Kristoffer Ajer,Center Back,Brentford,0.0,2.0,4.95,2.875,10.53,3,Goal-Oriented Players
928,754126,Kevin Danso,Center Back,Tottenham Hotspur,0.0,3.0,4.538461538461538,2.8692307692307693,10.51,3,Goal-Oriented Players
929,185644,Mathew Ryan,Keeper,,0.0,0.0,5.736734693877551,2.868367346938776,10.5,3,Goal-Oriented Players
929,1042511,Aimar Sher,Defensive Midfielder,Sarpsborg 08,1.0,0.0,5.134285714285714,2.867142857142857,10.5,2,Creative / Attacking Players
931,828159,Min-Jae Kim,Center Back,Bayern München,1.0,1.0,4.725373134328359,2.8626865671641792,10.48,3,Goal-Oriented Players
932,309153,Karim Boudiaf,Defensive Midfielder,Al-Duhail SC,1.0,0.0,5.110714285714286,2.8553571428571427,10.45,3,Goal-Oriented Players
933,783505,Edson Álvarez,Defensive Midfielder,West Ham United,0.0,1.0,5.3,2.85,10.44,3,Goal-Oriented Players
934,643482,Derrick Etienne,Striker,Toronto FC,2.0,2.0,3.6864864864864857,2.843243243243242,10.41,2,Creative / Attacking Players
935,1232143,Tomoki Hayakawa,Keeper,Kashima Antlers,0.0,0.0,5.678260869565217,2.8391304347826085,10.4,3,Goal-Oriented Players
935,924844,Roshon van Eijma,Center Back,RKC Waalwijk,1.0,0.0,5.083333333333333,2.8416666666666663,10.4,3,Goal-Oriented Players
935,1294120,Abdulla Abdullaev,Central Midfielder,Dibba Al Fujairah,0.0,0.0,5.68125,2.840625,10.4,2,Creative / Attacking Players
938,797797,Dennis Hadzikadunic,Center Back,FC Rostov,0.0,2.0,4.873170731707317,2.8365853658536584,10.39,3,Goal-Oriented Players
939,546252,Viktor Johansson,Keeper,Stoke City,0.0,1.0,5.268421052631579,2.8342105263157897,10.38,3,Goal-Oriented Players
940,1186228,Josip Sutalo,Center Back,Ajax,0.0,0.0,5.652083333333334,2.826041666666667,10.35,3,Goal-Oriented Players
941,794244,Armando Obispo,Center Back,PSV Eindhoven,2.0,1.0,4.025454545454545,2.812727272727273,10.3,1,Low-Performance Players
941,729093,Mathías Olivera,Center Back,Napoli,0.0,2.0,4.826315789473685,2.8131578947368423,10.3,3,Goal-Oriented Players
943,128949,Michael Boxall,Center Back,Minnesota United,0.0,0.0,5.621621621621622,2.810810810810811,10.29,3,Goal-Oriented Players
943,1319972,Mike Penders,Keeper,Chelsea,0.0,0.0,5.623076923076923,2.8115384615384613,10.29,3,Goal-Oriented Players
943,1138592,Zidane Iqbal,Defensive Midfielder,Jong FC Utrecht,1.0,1.0,4.622222222222224,2.811111111111112,10.29,2,Creative / Attacking Players
946,940778,Khoziakbar Alidzhanov,Right Wing-Back,Pakhtakor Tashkent,0.0,0.0,5.616666666666666,2.808333333333333,10.28,2,Creative / Attacking Players
947,115591,Ricardo Rodríguez,Left Back,Real Betis,0.0,2.0,4.791044776119403,2.7955223880597013,10.24,3,Goal-Oriented Players
948,363364,Ederson,Keeper,Fenerbahçe,0.0,0.0,5.586,2.793,10.23,3,Goal-Oriented Players
949,630672,Patrick Pentz,Keeper,Brøndby IF,0.0,0.0,5.584615384615385,2.7923076923076926,10.22,3,Goal-Oriented Players
